"geocodigoFundar","geonombreFundar","anio","categoria","indicador","porcentaje_pbi","porcentaje_total"
"KOR","Corea del Sur","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.63904","11.20521"
"KOR","Corea del Sur","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.03179","0.21730"
"KOR","Corea del Sur","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.54828","3.81261"
"KOR","Corea del Sur","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.85129","12.87333"
"KOR","Corea del Sur","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.02963","0.20601"
"KOR","Corea del Sur","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.59487","4.28834"
"KOR","Corea del Sur","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.93613","13.95731"
"KOR","Corea del Sur","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.04061","0.29276"
"KOR","Corea del Sur","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.54701","3.53240"
"KOR","Corea del Sur","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.95590","12.63040"
"KOR","Corea del Sur","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.06375","0.41169"
"KOR","Corea del Sur","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.55980","3.28549"
"KOR","Corea del Sur","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.07867","12.19978"
"KOR","Corea del Sur","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.09622","0.56474"
"KOR","Corea del Sur","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.59202","4.13157"
"KOR","Corea del Sur","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.21948","15.48917"
"KOR","Corea del Sur","2023","Otros","Ingreso no percibido (Revenue Forgone)","0.09399","0.65590"
"KOR","Corea del Sur","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.57874","0.00000"
"KOR","Corea del Sur","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.15333","0.00000"
"KOR","Corea del Sur","2024","Otros","Ingreso no percibido (Revenue Forgone)","0.07010","0.00000"
"KOR","Corea del Sur","2025","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.58458","0.00000"
"KOR","Corea del Sur","2025","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.33036","0.00000"
"KOR","Corea del Sur","2025","Otros","Ingreso no percibido (Revenue Forgone)","0.07475","0.00000"
"CRI","Costa Rica","2010","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.07092","23.24025"
"CRI","Costa Rica","2010","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.75234","13.26146"
"CRI","Costa Rica","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.12684","23.18063"
"CRI","Costa Rica","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.69670","12.57842"
"CRI","Costa Rica","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.14296","23.49458"
"CRI","Costa Rica","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.78117","13.31479"
"CRI","Costa Rica","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.16240","23.27119"
"CRI","Costa Rica","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.86112","13.69541"
"CRI","Costa Rica","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.94578","22.30952"
"CRI","Costa Rica","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.80177","13.64549"
"CRI","Costa Rica","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.83293","21.12126"
"CRI","Costa Rica","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.76334","13.14683"
"CRI","Costa Rica","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.87629","20.67791"
"CRI","Costa Rica","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.16344","15.55320"
"CRI","Costa Rica","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.87949","21.42639"
"CRI","Costa Rica","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.22964","16.59084"
"CRI","Costa Rica","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.00347","22.43295"
"CRI","Costa Rica","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.35242","17.57023"
"CRI","Costa Rica","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.33378","17.23927"
"CRI","Costa Rica","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.20361","16.27772"
"CRI","Costa Rica","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.42010","19.41561"
"CRI","Costa Rica","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.69245","13.57795"
"CRI","Costa Rica","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.17937","14.60694"
"CRI","Costa Rica","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.29891","15.40812"
"CRI","Costa Rica","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.39596","15.49002"
"CRI","Costa Rica","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","2.22897","14.41043"
"CIV","Costa de Marfil","2009","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.15285","1.24409"
"CIV","Costa de Marfil","2010","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.15667","1.27624"
"CIV","Costa de Marfil","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.08045","0.00000"
"CIV","Costa de Marfil","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.23596","0.00000"
"CIV","Costa de Marfil","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.02195","0.00000"
"CIV","Costa de Marfil","2012","Otros","Ingreso no percibido (Revenue Forgone)","0.01608","0.00000"
"CIV","Costa de Marfil","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.13712","10.07971"
"CIV","Costa de Marfil","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.18674","1.65532"
"CIV","Costa de Marfil","2013","Otros","Ingreso no percibido (Revenue Forgone)","0.01443","0.12788"
"CIV","Costa de Marfil","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.25704","11.79031"
"CIV","Costa de Marfil","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.08361","0.78421"
"CIV","Costa de Marfil","2014","Otros","Ingreso no percibido (Revenue Forgone)","0.03058","0.28679"
"CIV","Costa de Marfil","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.36571","12.51887"
"CIV","Costa de Marfil","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.11378","1.04301"
"CIV","Costa de Marfil","2015","Otros","Ingreso no percibido (Revenue Forgone)","0.03090","0.28326"
"CIV","Costa de Marfil","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.00981","8.64046"
"CIV","Costa de Marfil","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.12752","1.09109"
"CIV","Costa de Marfil","2016","Otros","Ingreso no percibido (Revenue Forgone)","0.01018","0.08710"
"CIV","Costa de Marfil","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.99011","8.24683"
"CIV","Costa de Marfil","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.13020","1.08446"
"CIV","Costa de Marfil","2017","Otros","Ingreso no percibido (Revenue Forgone)","0.01049","0.08741"
"CIV","Costa de Marfil","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.90909","7.61153"
"CIV","Costa de Marfil","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.12182","1.01999"
"CIV","Costa de Marfil","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.01043","0.08732"
"CIV","Costa de Marfil","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.85559","7.19789"
"CIV","Costa de Marfil","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.13793","1.16041"
"CIV","Costa de Marfil","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.00396","0.03329"
"CIV","Costa de Marfil","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.81785","6.60655"
"CIV","Costa de Marfil","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.09951","0.80383"
"CIV","Costa de Marfil","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.00331","0.02672"
"CIV","Costa de Marfil","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.81007","6.22739"
"CIV","Costa de Marfil","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.07630","0.58655"
"CIV","Costa de Marfil","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.00099","0.00762"
"CIV","Costa de Marfil","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.07327","8.45291"
"CIV","Costa de Marfil","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.03617","0.28485"
"CIV","Costa de Marfil","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.00271","0.02136"
"CIV","Costa de Marfil","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.88665","6.57959"
"CIV","Costa de Marfil","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.06253","0.46404"
"CIV","Costa de Marfil","2023","Otros","Ingreso no percibido (Revenue Forgone)","0.00124","0.00922"
"CIV","Costa de Marfil","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.60607","0.00000"
"CIV","Costa de Marfil","2024","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.09621","0.00000"
"CIV","Costa de Marfil","2024","Otros","Ingreso no percibido (Revenue Forgone)","0.00114","0.00000"
"CIV","Costa de Marfil","2025","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.84638","0.00000"
"CIV","Costa de Marfil","2025","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.09522","0.00000"
"CIV","Costa de Marfil","2025","Otros","Ingreso no percibido (Revenue Forgone)","0.00087","0.00000"
"HRV","Croacia","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.22838","1.11768"
"HRV","Croacia","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.23391","1.12001"
"HRV","Croacia","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.22791","1.08332"
"HRV","Croacia","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.22104","1.06376"
"HRV","Croacia","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.27304","1.30389"
"HRV","Croacia","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.28564","1.43521"
"HRV","Croacia","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","3.09741","15.50484"
"HRV","Croacia","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.71779","3.59308"
"HRV","Croacia","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"HRV","Croacia","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"HRV","Croacia","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"HRV","Croacia","2024","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.00000","0.00000"
"DNK","Dinamarca","2006","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.35275","4.23201"
"DNK","Dinamarca","2006","Al ingreso","Ingreso no percibido (Revenue Forgone)","0.59475","1.86066"
"DNK","Dinamarca","2006","Otros","Ingreso no percibido (Revenue Forgone)","0.14621","0.45741"
"DNK","Dinamarca","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.69186","2.08677"
"DNK","Dinamarca","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.44507","4.35853"
"DNK","Dinamarca","2017","Otros","Ingreso no percibido (Revenue Forgone)","0.18656","0.56271"
"DNK","Dinamarca","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.80788","2.50210"
"DNK","Dinamarca","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.28899","3.99218"
"DNK","Dinamarca","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.19411","0.60119"
"DNK","Dinamarca","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.80811","2.31486"
"DNK","Dinamarca","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.27533","3.65322"
"DNK","Dinamarca","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.18883","0.54091"
"DNK","Dinamarca","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.63428","1.84306"
"DNK","Dinamarca","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.62091","4.71000"
"DNK","Dinamarca","2020","Otros","Ingreso no percibido (Revenue Forgone)","0.18568","0.53954"
"DNK","Dinamarca","2021","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.11107","3.17829"
"DNK","Dinamarca","2021","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.64809","4.71446"
"DNK","Dinamarca","2021","Otros","Ingreso no percibido (Revenue Forgone)","0.16027","0.45847"
"DNK","Dinamarca","2022","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","0.98779","3.22220"
"DNK","Dinamarca","2022","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.42931","4.66247"
"DNK","Dinamarca","2022","Otros","Ingreso no percibido (Revenue Forgone)","0.20005","0.65258"
"DNK","Dinamarca","2023","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","1.08014","3.43858"
"DNK","Dinamarca","2023","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.44880","4.61220"
"DNK","Dinamarca","2023","Otros","Ingreso no percibido (Revenue Forgone)","0.16419","0.52268"
"ECU","Ecuador","2005","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.36930","21.66060"
"ECU","Ecuador","2005","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.24109","11.34633"
"ECU","Ecuador","2006","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.99030","26.90623"
"ECU","Ecuador","2006","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.32573","11.92870"
"ECU","Ecuador","2007","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.67648","23.25476"
"ECU","Ecuador","2007","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.41604","12.30330"
"ECU","Ecuador","2009","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.14868","17.12942"
"ECU","Ecuador","2009","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.21213","9.66318"
"ECU","Ecuador","2011","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.02723","16.42219"
"ECU","Ecuador","2011","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.33304","10.79870"
"ECU","Ecuador","2012","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.01193","14.49332"
"ECU","Ecuador","2012","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.42435","10.26053"
"ECU","Ecuador","2013","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.02280","14.38302"
"ECU","Ecuador","2013","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.72037","12.23258"
"ECU","Ecuador","2013","Otros","Ingreso no percibido (Revenue Forgone)","0.02368","0.16839"
"ECU","Ecuador","2014","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.14053","15.25357"
"ECU","Ecuador","2014","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.42530","10.15679"
"ECU","Ecuador","2014","Otros","Ingreso no percibido (Revenue Forgone)","0.02149","0.15311"
"ECU","Ecuador","2015","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.48984","15.13417"
"ECU","Ecuador","2015","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.47767","8.98182"
"ECU","Ecuador","2015","Otros","Ingreso no percibido (Revenue Forgone)","0.10240","0.62241"
"ECU","Ecuador","2016","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.46083","16.45549"
"ECU","Ecuador","2016","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.40719","9.40985"
"ECU","Ecuador","2016","Otros","Ingreso no percibido (Revenue Forgone)","0.11094","0.74188"
"ECU","Ecuador","2017","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.60256","18.41582"
"ECU","Ecuador","2017","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.42271","10.06712"
"ECU","Ecuador","2017","Otros","Ingreso no percibido (Revenue Forgone)","0.08608","0.60914"
"ECU","Ecuador","2018","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.59921","17.34475"
"ECU","Ecuador","2018","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.60048","10.68016"
"ECU","Ecuador","2018","Otros","Ingreso no percibido (Revenue Forgone)","0.08711","0.58132"
"ECU","Ecuador","2019","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.61374","18.53452"
"ECU","Ecuador","2019","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.42328","10.09272"
"ECU","Ecuador","2019","Otros","Ingreso no percibido (Revenue Forgone)","0.09093","0.64482"
"ECU","Ecuador","2020","A los bienes y servicios","Ingreso no percibido (Revenue Forgone)","2.62766","19.48304"
"ECU","Ecuador","2020","Al ingreso","Ingreso no percibido (Revenue Forgone)","1.32494","9.82385"
