"geocodigoFundar","geonombreFundar","anio","sector_institucional","indicador","valor"
"CUB","Cuba","2011","Fondos de seguridad social","Porcentaje del total","11.46912"
"CUB","Cuba","2011","Gobierno municipal local","Porcentaje del total","49.22721"
"CUB","Cuba","2011","Gobierno nacional","Porcentaje del total","39.30367"
"CUB","Cuba","2012","Fondos de seguridad social","Porcentaje del total","10.81608"
"CUB","Cuba","2012","Gobierno municipal local","Porcentaje del total","47.75300"
"CUB","Cuba","2012","Gobierno nacional","Porcentaje del total","41.43091"
"CUB","Cuba","2013","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2014","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2015","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2016","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2017","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2018","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2019","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2020","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2021","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2022","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2023","Fondos de seguridad social","Porcentaje del total","100.00000"
"CUB","Cuba","2024","Fondos de seguridad social","Porcentaje del total","100.00000"
"DNK","Dinamarca","1990","European institutions and bodies (EU accounts)","Porcentaje del total","0.70920"
"DNK","Dinamarca","1990","Fondos de seguridad social","Porcentaje del total","0.00000"
"DNK","Dinamarca","1990","Gobierno municipal local","Porcentaje del total","31.11421"
"DNK","Dinamarca","1990","Gobierno nacional","Porcentaje del total","68.17658"
"DNK","Dinamarca","1991","European institutions and bodies (EU accounts)","Porcentaje del total","0.80587"
"DNK","Dinamarca","1991","Fondos de seguridad social","Porcentaje del total","0.00000"
"DNK","Dinamarca","1991","Gobierno municipal local","Porcentaje del total","31.10488"
"DNK","Dinamarca","1991","Gobierno nacional","Porcentaje del total","68.08925"
"DNK","Dinamarca","1992","European institutions and bodies (EU accounts)","Porcentaje del total","0.67419"
"DNK","Dinamarca","1992","Fondos de seguridad social","Porcentaje del total","0.00000"
"DNK","Dinamarca","1992","Gobierno municipal local","Porcentaje del total","31.22254"
"DNK","Dinamarca","1992","Gobierno nacional","Porcentaje del total","68.10327"
"DNK","Dinamarca","1993","European institutions and bodies (EU accounts)","Porcentaje del total","0.53986"
"DNK","Dinamarca","1993","Fondos de seguridad social","Porcentaje del total","0.00000"
"DNK","Dinamarca","1993","Gobierno municipal local","Porcentaje del total","31.05987"
"DNK","Dinamarca","1993","Gobierno nacional","Porcentaje del total","68.40027"
"DNK","Dinamarca","1994","European institutions and bodies (EU accounts)","Porcentaje del total","0.50846"
"DNK","Dinamarca","1994","Fondos de seguridad social","Porcentaje del total","0.00000"
"DNK","Dinamarca","1994","Gobierno municipal local","Porcentaje del total","31.22649"
"DNK","Dinamarca","1994","Gobierno nacional","Porcentaje del total","68.26504"
"DNK","Dinamarca","1995","European institutions and bodies (EU accounts)","Porcentaje del total","0.47972"
"DNK","Dinamarca","1995","Fondos de seguridad social","Porcentaje del total","0.00000"
"DNK","Dinamarca","1995","Gobierno municipal local","Porcentaje del total","31.30581"
"DNK","Dinamarca","1995","Gobierno nacional","Porcentaje del total","68.21447"
"DNK","Dinamarca","1996","European institutions and bodies (EU accounts)","Porcentaje del total","0.42822"
"DNK","Dinamarca","1996","Fondos de seguridad social","Porcentaje del total","0.00000"
"DNK","Dinamarca","1996","Gobierno municipal local","Porcentaje del total","31.10578"
"DNK","Dinamarca","1996","Gobierno nacional","Porcentaje del total","68.46600"
"DNK","Dinamarca","1997","European institutions and bodies (EU accounts)","Porcentaje del total","0.46587"
"DNK","Dinamarca","1997","Fondos de seguridad social","Porcentaje del total","0.00000"
"DNK","Dinamarca","1997","Gobierno municipal local","Porcentaje del total","31.38972"
"DNK","Dinamarca","1997","Gobierno nacional","Porcentaje del total","68.14441"
"DNK","Dinamarca","1998","European institutions and bodies (EU accounts)","Porcentaje del total","0.43866"
"DNK","Dinamarca","1998","Fondos de seguridad social","Porcentaje del total","0.00000"
"DNK","Dinamarca","1998","Gobierno municipal local","Porcentaje del total","31.53229"
"DNK","Dinamarca","1998","Gobierno nacional","Porcentaje del total","68.02905"
"DNK","Dinamarca","1999","European institutions and bodies (EU accounts)","Porcentaje del total","0.41885"
"DNK","Dinamarca","1999","Fondos de seguridad social","Porcentaje del total","1.10130"
"DNK","Dinamarca","1999","Gobierno municipal local","Porcentaje del total","31.44452"
"DNK","Dinamarca","1999","Gobierno nacional","Porcentaje del total","67.03532"
"DNK","Dinamarca","2000","European institutions and bodies (EU accounts)","Porcentaje del total","0.42493"
"DNK","Dinamarca","2000","Fondos de seguridad social","Porcentaje del total","1.14217"
"DNK","Dinamarca","2000","Gobierno municipal local","Porcentaje del total","30.89127"
"DNK","Dinamarca","2000","Gobierno nacional","Porcentaje del total","67.54163"
"DNK","Dinamarca","2001","European institutions and bodies (EU accounts)","Porcentaje del total","0.37970"
"DNK","Dinamarca","2001","Fondos de seguridad social","Porcentaje del total","1.16167"
"DNK","Dinamarca","2001","Gobierno municipal local","Porcentaje del total","32.50819"
"DNK","Dinamarca","2001","Gobierno nacional","Porcentaje del total","65.95043"
"DNK","Dinamarca","2002","European institutions and bodies (EU accounts)","Porcentaje del total","0.33168"
"DNK","Dinamarca","2002","Fondos de seguridad social","Porcentaje del total","0.04488"
"DNK","Dinamarca","2002","Gobierno municipal local","Porcentaje del total","33.00986"
"DNK","Dinamarca","2002","Gobierno nacional","Porcentaje del total","66.61359"
"DNK","Dinamarca","2003","European institutions and bodies (EU accounts)","Porcentaje del total","0.32707"
"DNK","Dinamarca","2003","Fondos de seguridad social","Porcentaje del total","0.07848"
"DNK","Dinamarca","2003","Gobierno municipal local","Porcentaje del total","33.16733"
"DNK","Dinamarca","2003","Gobierno nacional","Porcentaje del total","66.42712"
"DNK","Dinamarca","2004","European institutions and bodies (EU accounts)","Porcentaje del total","0.36855"
"DNK","Dinamarca","2004","Fondos de seguridad social","Porcentaje del total","0.07554"
"DNK","Dinamarca","2004","Gobierno municipal local","Porcentaje del total","31.93054"
"DNK","Dinamarca","2004","Gobierno nacional","Porcentaje del total","67.62538"
"DNK","Dinamarca","2005","European institutions and bodies (EU accounts)","Porcentaje del total","0.40374"
"DNK","Dinamarca","2005","Fondos de seguridad social","Porcentaje del total","0.06948"
"DNK","Dinamarca","2005","Gobierno municipal local","Porcentaje del total","30.47890"
"DNK","Dinamarca","2005","Gobierno nacional","Porcentaje del total","69.04789"
"DNK","Dinamarca","2006","European institutions and bodies (EU accounts)","Porcentaje del total","0.40527"
"DNK","Dinamarca","2006","Fondos de seguridad social","Porcentaje del total","0.05976"
"DNK","Dinamarca","2006","Gobierno municipal local","Porcentaje del total","30.74898"
"DNK","Dinamarca","2006","Gobierno nacional","Porcentaje del total","68.78599"
"DNK","Dinamarca","2007","European institutions and bodies (EU accounts)","Porcentaje del total","0.45064"
"DNK","Dinamarca","2007","Fondos de seguridad social","Porcentaje del total","0.02801"
"DNK","Dinamarca","2007","Gobierno municipal local","Porcentaje del total","23.70620"
"DNK","Dinamarca","2007","Gobierno nacional","Porcentaje del total","75.81514"
"DNK","Dinamarca","2008","European institutions and bodies (EU accounts)","Porcentaje del total","0.47236"
"DNK","Dinamarca","2008","Fondos de seguridad social","Porcentaje del total","0.02099"
"DNK","Dinamarca","2008","Gobierno municipal local","Porcentaje del total","24.65017"
"DNK","Dinamarca","2008","Gobierno nacional","Porcentaje del total","74.85649"
"DNK","Dinamarca","2009","European institutions and bodies (EU accounts)","Porcentaje del total","0.38707"
"DNK","Dinamarca","2009","Fondos de seguridad social","Porcentaje del total","0.01745"
"DNK","Dinamarca","2009","Gobierno municipal local","Porcentaje del total","25.70175"
"DNK","Dinamarca","2009","Gobierno nacional","Porcentaje del total","73.89373"
"DNK","Dinamarca","2010","European institutions and bodies (EU accounts)","Porcentaje del total","0.40326"
"DNK","Dinamarca","2010","Fondos de seguridad social","Porcentaje del total","0.11181"
"DNK","Dinamarca","2010","Gobierno municipal local","Porcentaje del total","26.75351"
"DNK","Dinamarca","2010","Gobierno nacional","Porcentaje del total","72.73142"
"DNK","Dinamarca","2011","European institutions and bodies (EU accounts)","Porcentaje del total","0.38711"
"DNK","Dinamarca","2011","Fondos de seguridad social","Porcentaje del total","0.11840"
"DNK","Dinamarca","2011","Gobierno municipal local","Porcentaje del total","26.74587"
"DNK","Dinamarca","2011","Gobierno nacional","Porcentaje del total","72.74862"
"DNK","Dinamarca","2012","European institutions and bodies (EU accounts)","Porcentaje del total","0.34681"
"DNK","Dinamarca","2012","Fondos de seguridad social","Porcentaje del total","0.08487"
"DNK","Dinamarca","2012","Gobierno municipal local","Porcentaje del total","26.46423"
"DNK","Dinamarca","2012","Gobierno nacional","Porcentaje del total","73.10409"
"DNK","Dinamarca","2013","European institutions and bodies (EU accounts)","Porcentaje del total","0.32305"
"DNK","Dinamarca","2013","Fondos de seguridad social","Porcentaje del total","0.08215"
"DNK","Dinamarca","2013","Gobierno municipal local","Porcentaje del total","26.51017"
"DNK","Dinamarca","2013","Gobierno nacional","Porcentaje del total","73.08463"
"DNK","Dinamarca","2014","European institutions and bodies (EU accounts)","Porcentaje del total","0.31410"
"DNK","Dinamarca","2014","Fondos de seguridad social","Porcentaje del total","0.07496"
"DNK","Dinamarca","2014","Gobierno municipal local","Porcentaje del total","25.03093"
"DNK","Dinamarca","2014","Gobierno nacional","Porcentaje del total","74.58001"
"DNK","Dinamarca","2015","European institutions and bodies (EU accounts)","Porcentaje del total","0.35163"
"DNK","Dinamarca","2015","Fondos de seguridad social","Porcentaje del total","0.05743"
"DNK","Dinamarca","2015","Gobierno municipal local","Porcentaje del total","26.40111"
"DNK","Dinamarca","2015","Gobierno nacional","Porcentaje del total","73.18984"
"DNK","Dinamarca","2016","European institutions and bodies (EU accounts)","Porcentaje del total","0.32235"
"DNK","Dinamarca","2016","Fondos de seguridad social","Porcentaje del total","0.04675"
"DNK","Dinamarca","2016","Gobierno municipal local","Porcentaje del total","26.79469"
"DNK","Dinamarca","2016","Gobierno nacional","Porcentaje del total","72.83621"
"DNK","Dinamarca","2017","European institutions and bodies (EU accounts)","Porcentaje del total","0.31846"
"DNK","Dinamarca","2017","Fondos de seguridad social","Porcentaje del total","0.03245"
"DNK","Dinamarca","2017","Gobierno municipal local","Porcentaje del total","26.71235"
"DNK","Dinamarca","2017","Gobierno nacional","Porcentaje del total","72.93674"
"DNK","Dinamarca","2018","European institutions and bodies (EU accounts)","Porcentaje del total","0.31946"
"DNK","Dinamarca","2018","Fondos de seguridad social","Porcentaje del total","0.02999"
"DNK","Dinamarca","2018","Gobierno municipal local","Porcentaje del total","27.00355"
"DNK","Dinamarca","2018","Gobierno nacional","Porcentaje del total","72.64700"
"DNK","Dinamarca","2019","European institutions and bodies (EU accounts)","Porcentaje del total","0.28806"
"DNK","Dinamarca","2019","Fondos de seguridad social","Porcentaje del total","0.02808"
"DNK","Dinamarca","2019","Gobierno municipal local","Porcentaje del total","25.63797"
"DNK","Dinamarca","2019","Gobierno nacional","Porcentaje del total","74.04589"
"DNK","Dinamarca","2020","European institutions and bodies (EU accounts)","Porcentaje del total","0.28107"
"DNK","Dinamarca","2020","Fondos de seguridad social","Porcentaje del total","0.05469"
"DNK","Dinamarca","2020","Gobierno municipal local","Porcentaje del total","26.80938"
"DNK","Dinamarca","2020","Gobierno nacional","Porcentaje del total","72.85486"
"DNK","Dinamarca","2021","European institutions and bodies (EU accounts)","Porcentaje del total","0.30633"
"DNK","Dinamarca","2021","Fondos de seguridad social","Porcentaje del total","0.06617"
"DNK","Dinamarca","2021","Gobierno municipal local","Porcentaje del total","25.66361"
"DNK","Dinamarca","2021","Gobierno nacional","Porcentaje del total","73.96389"
"DNK","Dinamarca","2022","European institutions and bodies (EU accounts)","Porcentaje del total","0.38494"
"DNK","Dinamarca","2022","Fondos de seguridad social","Porcentaje del total","0.04566"
"DNK","Dinamarca","2022","Gobierno municipal local","Porcentaje del total","26.53133"
"DNK","Dinamarca","2022","Gobierno nacional","Porcentaje del total","73.03807"
"DNK","Dinamarca","2023","European institutions and bodies (EU accounts)","Porcentaje del total","0.29455"
"DNK","Dinamarca","2023","Fondos de seguridad social","Porcentaje del total","0.04419"
"DNK","Dinamarca","2023","Gobierno municipal local","Porcentaje del total","26.97203"
"DNK","Dinamarca","2023","Gobierno nacional","Porcentaje del total","72.68923"
"DNK","Dinamarca","2024","European institutions and bodies (EU accounts)","Porcentaje del total","0.27942"
"DNK","Dinamarca","2024","Fondos de seguridad social","Porcentaje del total","0.03819"
"DNK","Dinamarca","2024","Gobierno municipal local","Porcentaje del total","25.83926"
"DNK","Dinamarca","2024","Gobierno nacional","Porcentaje del total","73.84313"
"ECU","Ecuador","1990","Fondos de seguridad social","Porcentaje del total","22.50360"
"ECU","Ecuador","1990","Gobierno municipal local","Porcentaje del total","2.71020"
"ECU","Ecuador","1990","Gobierno nacional","Porcentaje del total","74.78620"
"ECU","Ecuador","1991","Fondos de seguridad social","Porcentaje del total","26.09131"
"ECU","Ecuador","1991","Gobierno municipal local","Porcentaje del total","2.14527"
"ECU","Ecuador","1991","Gobierno nacional","Porcentaje del total","71.76343"
"ECU","Ecuador","1992","Fondos de seguridad social","Porcentaje del total","27.94524"
"ECU","Ecuador","1992","Gobierno municipal local","Porcentaje del total","2.42526"
"ECU","Ecuador","1992","Gobierno nacional","Porcentaje del total","69.62950"
"ECU","Ecuador","1993","Fondos de seguridad social","Porcentaje del total","26.10935"
"ECU","Ecuador","1993","Gobierno municipal local","Porcentaje del total","2.61461"
